Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,Prepn_Time
28.0,4.9,Sunny,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,20,16.10037667090069,15
30.0,4.7,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,29,20.212363674870236,10
22.0,4.7,Stormy,Jam,2,Snack,scooter,0.0,No,Urban,15,17.042634005429182,10
36.0,4.7,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,7.774458242271917,15
23.0,4.8,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,19.731429221614068,5
22.0,4.8,Stormy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,19,3.0206490444019702,5
29.0,4.5,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,15,19.807161975395392,10
34.0,4.9,Sandstorms,Jam,0,Buffet,motorcycle,3.0,Yes,Urban,50,17.04198395713103,15
38.0,4.1,Stormy,High,0,Buffet,motorcycle,1.0,Yes,Metropolitian,41,1.5496365009021706,5
35.0,5.0,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,37,10.983241696284242,10
38.0,4.7,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,28,9.414207472710384,15
32.0,4.3,Cloudy,Medium,1,Meal,scooter,2.0,No,Metropolitian,35,10.271454968581779,15
20.0,4.5,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,27,10.845889966900735,10
25.0,4.9,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,43,12.393263757604263,5
29.0,4.5,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,12,8.927480425054231,10
32.0,4.7,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,31,8.91874209836903,15
39.0,4.1,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,39,20.39744277518833,5
31.0,4.4,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,47,16.635381027246588,5
37.0,4.5,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,26,7.589543265875354,5
36.0,4.9,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,31,13.172727967925633,15
37.0,3.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,42,20.8325750761678,10
30.0,4.7,Stormy,Jam,2,Meal,scooter,0.0,No,Urban,12,9.17685446997573,0
38.0,4.9,Cloudy,High,2,Snack,scooter,1.0,No,Metropolitian,25,6.219648077689977,10
37.0,4.4,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,39,11.891277192207232,10
21.0,4.9,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,21,13.66085535805377,10
35.0,4.9,Fog,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,18,4.464163123690884,5
22.0,4.8,Sandstorms,Jam,1,Snack,scooter,1.0,No,Urban,22,13.390793718689235,15
28.0,4.8,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,3.068202713082747,15
39.0,4.0,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,48,20.166286848244525,10
29.0,4.5,Windy,Low,1,Snack,scooter,0.0,No,Urban,13,12.395256759155643,15
39.0,4.6,Sandstorms,High,2,Drinks,motorcycle,1.0,No,Metropolitian,32,3.0986894561589557,10
25.0,4.9,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Urban,16,20.166027529984312,5
34.0,5.0,Cloudy,Medium,2,Snack,electric_scooter,0.0,No,Urban,19,4.664610877378366,5
22.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,3.099243404030397,5
27.0,5.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,10.431932813898785,10
28.0,4.5,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,25,10.692860419649529,10
32.0,5.0,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,4.664846958989862,15
30.0,4.7,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,39,16.577783315974713,0
27.0,4.6,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,20,10.737675922445108,5
35.0,3.9,Windy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,38,12.216036309455992,15
22.0,4.6,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,4.654346370087346,5
35.0,4.7,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,17,4.707104052532131,10
30.0,4.6,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Urban,24,1.5125517325861146,15
39.0,4.8,Fog,High,2,Drinks,scooter,1.0,No,Urban,26,3.102782976271218,5
33.0,4.8,Sandstorms,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,28,9.203603646445394,10
20.0,4.7,Sandstorms,Medium,2,Snack,scooter,1.0,No,Urban,16,12.235732851646777,5
20.0,4.7,Fog,Medium,2,Buffet,motorcycle,0.0,No,Urban,17,4.707104052532131,10
34.0,4.2,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,24,9.30832533364487,5
22.0,4.7,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,24,10.859713679362844,15
37.0,4.3,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,34,2.9767694453815867,10
20.0,4.8,Cloudy,Low,1,Snack,motorcycle,1.0,No,Urban,16,1.5276791467890163,15
33.0,4.9,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,26,7.5897674326727005,10
21.0,5.0,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,25,19.632314732102273,5
33.0,4.6,Fog,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,49,10.586671192788684,15
24.0,4.6,Windy,Medium,2,Snack,electric_scooter,0.0,No,Urban,24,12.395136598591078,10
36.0,4.7,Sandstorms,High,2,Meal,scooter,2.0,No,Metropolitian,32,3.1380694073889375,10
30.0,4.6,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,26,4.5811966822179055,10
32.0,4.9,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,24,13.805477310461844,15
28.0,4.6,Stormy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,16,19.9405019169733,5
21.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,27,19.351082464681625,10
39.0,4.9,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,25,3.047712417465363,5
32.0,4.7,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,26,3.0986894561589557,10
20.0,4.5,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,25,9.163186792917154,5
30.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,4.707104052532131,0
36.0,5.0,Fog,Low,2,Meal,scooter,1.0,No,Urban,15,1.4884133108381385,5
28.0,4.8,Sunny,Low,1,Buffet,scooter,1.0,No,Urban,18,3.099238091226209,5
32.0,4.5,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,7.648136370477106,5
39.0,4.4,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,46,17.042634005429182,15
30.0,4.7,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,16.695410883026362,5
32.0,4.4,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,6.117941643988992,5
23.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,27,13.591068802313822,5
21.0,4.8,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,27,6.108360812908674,10
31.0,4.2,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,32,9.061127494751885,10
37.0,4.6,Stormy,High,2,Buffet,electric_scooter,1.0,No,Urban,28,3.05382337868605,15
20.0,4.5,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,7.590017577593779,5
28.0,4.5,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,1.4881912567305338,10
22.0,4.9,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,11,1.5514770796415487,5
20.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Urban,13,9.203411138984023,5
34.0,4.8,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,19.591218729842222,5
38.0,4.8,Windy,High,1,Snack,scooter,1.0,No,Metropolitian,25,6.197038931411321,5
30.0,4.7,Fog,Low,3,Drinks,scooter,1.0,No,Metropolitian,26,20.142861143257786,0
32.0,4.5,Cloudy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,27,6.0277133346279195,5
34.0,4.9,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,26,16.824526128937705,10
33.0,3.9,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,32,13.592749450063229,5
34.0,4.5,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,25,3.020731790895242,10
32.0,4.6,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,32,4.707104052532131,15
30.0,4.7,Sunny,Low,1,Drinks,scooter,2.0,Yes,Metropolitian,42,10.846021334892523,0
34.0,4.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,7.757008674701061,15
26.0,4.6,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,32,10.624868125959805,5
31.0,4.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,35,12.396203377424797,10
39.0,4.8,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,27,6.071710271577742,15
27.0,4.8,Sunny,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,1.5690347154047222,10
32.0,5.0,Cloudy,Jam,2,Buffet,scooter,1.0,No,Urban,27,7.669768196606531,15
32.0,4.5,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,7.556893369945108,5
39.0,4.1,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,10.549588224835514,10
36.0,4.8,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,25,1.529710385539973,5
37.0,4.1,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,38,4.64796321502366,15
37.0,4.8,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,26,9.04126320780773,5
38.0,3.7,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,31,16.824526128937705,10
28.0,4.7,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,28,3.0139588709850593,15
34.0,3.8,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,31,16.823323902377677,15
32.0,4.9,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,29,17.041308859939207,10
22.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Urban,17,8.927154262343281,5
31.0,4.0,Windy,Medium,0,Drinks,motorcycle,3.0,Yes,Metropolitian,45,13.600349442388593,10
27.0,4.0,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,34,12.409793910752205,15
29.0,4.9,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,24,17.10252778809447,10
38.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,44,9.329243652133542,15
35.0,4.8,Cloudy,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,36,7.590021438430087,15
31.0,4.9,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,28,4.6484737812260795,5
30.0,4.3,Windy,Medium,1,Drinks,scooter,2.0,No,Metropolitian,37,13.942528825315236,5
24.0,4.9,Fog,Medium,1,Snack,motorcycle,0.0,No,Urban,10,9.414207472710384,5
33.0,4.8,Stormy,Low,2,Drinks,motorcycle,0.0,No,Urban,23,13.805596388487299,15
29.0,4.6,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,10.269518706782643,15
38.0,4.6,Stormy,High,2,Snack,scooter,1.0,No,Metropolitian,26,6.107510394065643,10
26.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,9.04326348406904,5
39.0,4.8,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,26,6.276138627413788,15
24.0,4.5,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,17.25937671693666,5
34.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,9.177365744557306,10
26.0,4.7,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,14,8.932469105184442,10
35.0,4.7,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,17,6.041720567259691,5
36.0,4.2,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,4.64840007277159,5
24.0,2.6,Sunny,Low,1,Drinks,motorcycle,1.0,Yes,Metropolitian,42,16.635381027246588,15
30.0,4.7,Sunny,Medium,0,Snack,motorcycle,0.0,No,Urban,17,10.983241696284242,0
33.0,4.3,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,34,16.797998791306554,10
26.0,4.6,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,25,16.760461968233322,15
32.0,5.0,Windy,Jam,1,Buffet,scooter,1.0,No,Urban,30,17.040675423590812,15
37.0,4.9,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,48,13.388148115267779,15
26.0,4.9,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,20.24338536883607,5
31.0,4.8,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,28,20.212199139843758,5
37.0,4.6,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Urban,26,13.943264150201642,5
26.0,4.7,Sunny,Jam,2,Drinks,scooter,0.0,No,Urban,16,16.79920368367176,15
37.0,4.8,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,25,4.530955587840889,5
22.0,4.6,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,22,20.39744277518833,10
21.0,4.4,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,15,4.5538187948740685,15
22.0,4.0,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,28,1.549350970706572,10
38.0,4.5,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,20,1.5493596914282974,5
28.0,4.0,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,32,6.196473600483353,15
29.0,4.7,Sandstorms,Jam,1,Meal,scooter,0.0,No,Urban,17,20.39744277518833,5
31.0,4.9,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,38,6.049912845948325,15
24.0,4.8,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,14,3.0358329337402403,10
33.0,4.8,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,26,6.276138627413788,15
26.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30,13.76537967893881,5
30.0,4.7,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,28,12.057276311044562,0
20.0,4.7,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,29,7.7744964674610495,15
29.0,4.8,Windy,Low,1,Buffet,scooter,0.0,No,Urban,12,19.731617593978374,5
32.0,4.0,Windy,Medium,0,Buffet,motorcycle,3.0,Yes,Urban,49,10.845954196990009,5
20.0,4.9,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,42,16.635194216784537,10
26.0,5.0,Sandstorms,Medium,2,Meal,electric_scooter,1.0,No,Urban,24,10.845731334066407,15
38.0,4.8,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,46,16.695143788849723,10
34.0,4.6,Sandstorms,High,2,Meal,electric_scooter,1.0,No,Urban,27,6.1650638169915855,5
27.0,4.5,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,13,2.976035478042477,5
29.0,5.0,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,25,10.577817770029753,15
24.0,4.9,Windy,Jam,2,Drinks,motorcycle,1.0,No,Urban,24,19.73032946503108,15
21.0,4.9,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,12,1.5103782350769634,15
33.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,1.463953129912797,15
35.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,29,9.04307025837713,10
35.0,4.7,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,18,12.43875210831113,5
30.0,4.7,Fog,Low,3,Snack,scooter,1.0,No,Metropolitian,20,19.069988901597323,0
30.0,4.7,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,13,4.654125131113019,0
29.0,4.8,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,23,10.689377930173068,10
21.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,19,12.235136123611104,5
29.0,4.6,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,29,17.045251004667662,5
22.0,4.7,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,24,13.945658037651098,15
30.0,4.7,Fog,Low,1,Drinks,scooter,0.0,No,Urban,27,6.205284711948613,0
24.0,4.4,Cloudy,Jam,2,Meal,scooter,0.0,No,Metropolitian,40,11.891353051258337,15
23.0,4.9,Stormy,High,2,Snack,scooter,0.0,No,Metropolitian,22,1.5513638984572686,15
27.0,4.6,Windy,High,2,Drinks,scooter,1.0,No,Urban,12,1.549238578891355,5
33.0,4.1,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,43,12.439082968814082,5
35.0,4.6,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,26,16.872623278516077,15
21.0,4.7,Windy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,27,4.664774212706808,15
39.0,4.4,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,35,13.942135995521298,10
34.0,4.8,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,27,7.745892925201073,5
29.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,27,6.071909216478056,15
20.0,4.7,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,17,3.054566519402013,5
20.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,17,10.983241696284242,15
30.0,4.7,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,15,9.04126320780773,15
37.0,4.7,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,39,19.070286182018464,10
39.0,4.6,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,25,4.531237447473479,10
26.0,5.0,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,18,16.8739423417276,5
32.0,4.9,Cloudy,Medium,0,Meal,motorcycle,3.0,Yes,Urban,48,12.552275755914396,10
21.0,4.7,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,28,13.764305929575334,10
35.0,4.8,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,29,3.099012302522494,5
39.0,4.6,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,Urban,32,4.5208616651671925,15
39.0,5.0,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,41,20.144000349550186,5
27.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,39,10.901551880749835,10
33.0,4.8,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,16,4.647779662813341,5
33.0,4.8,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,48,19.941385867885913,10
37.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,40,10.846831683111873,15
20.0,4.6,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,11,3.1098897249072968,10
20.0,4.6,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Urban,19,12.552275755914396,10
31.0,4.2,Cloudy,Jam,1,Drinks,scooter,1.0,No,Urban,35,10.706538178038926,5
27.0,4.6,Sunny,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,3.1097802285192877,10
37.0,4.9,Fog,Medium,1,Drinks,scooter,0.0,No,Urban,15,7.562213708875614,15
34.0,4.4,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,31,7.747638162695086,15
25.0,4.7,Fog,Low,1,Snack,motorcycle,0.0,No,Urban,11,9.329036830172058,10
37.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,22,7.619031225164967,10
23.0,4.7,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,16,10.901102276923808,15
27.0,5.0,Fog,High,0,Drinks,motorcycle,0.0,No,Metropolitian,24,6.20541663672186,5
36.0,4.7,Cloudy,Low,2,Snack,electric_scooter,0.0,No,Urban,16,3.0681777018799767,15
30.0,4.3,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,42,20.829460333321602,10
20.0,4.9,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,31,1.5690347154047222,15
28.0,4.7,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,31,10.884116941798958,15
36.0,4.0,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,33,3.1380694073889375,10
20.0,4.7,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,16,7.746557479642295,5
22.0,4.7,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,16,16.82479191121949,10
28.0,4.7,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,25,17.062995952156246,10
34.0,4.8,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,1.5179237301775088,5
25.0,4.8,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,26,16.635381027246588,15
38.0,5.0,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,34,7.619039773401199,15
34.0,3.5,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,32,11.903830116733703,5
24.0,4.9,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,22,16.635254743950217,5
33.0,4.6,Windy,Jam,0,Snack,motorcycle,2.0,Yes,Urban,50,13.563859616323219,10
21.0,4.6,Stormy,High,1,Snack,scooter,1.0,No,Urban,16,3.0226433335815397,5
25.0,4.6,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,23,9.067759514407921,10
23.0,4.9,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,19,6.049844084741074,5
34.0,4.9,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,25,7.319148821157133,15
25.0,4.7,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,37,10.738021146085408,5
28.0,4.9,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,10,13.464219589296533,5
34.0,3.7,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,34,16.823292316394692,10
24.0,4.5,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,14,16.362659803036674,10
31.0,5.0,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,26,9.295709409330447,5
38.0,4.6,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,30,9.16087857490925,10
32.0,4.8,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,17,13.204881259880436,15
28.0,5.0,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,29,13.71350478925863,15
29.0,4.5,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,13.390446111325598,10
28.0,4.8,Sandstorms,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,23,20.138075496679953,10
39.0,4.8,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,30,7.7563347874179644,10
39.0,4.8,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,29,10.983241696284242,15
26.0,4.8,Windy,Low,2,Buffet,scooter,0.0,No,Metropolitian,14,3.020916215301368,10
33.0,4.8,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,4.532421028606297,10
37.0,4.9,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,27,4.488533416821604,15
30.0,4.7,Fog,Low,3,Drinks,scooter,0.0,No,Metropolitian,24,9.297855593284817,0
24.0,4.6,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,13.993853622294157,5
36.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,43,12.189959516932417,5
22.0,4.7,Fog,Medium,0,Snack,motorcycle,3.0,No,Metropolitian,44,13.611044846525981,5
21.0,4.6,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,22,4.602448566244239,5
29.0,5.0,Windy,Low,1,Buffet,scooter,1.0,No,Urban,16,7.58952682565944,10
33.0,4.7,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,3.0990100939449827,5
27.0,4.1,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,16,3.0145482561366026,5
30.0,4.7,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,24,19.940607730289397,0
30.0,4.2,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,46,10.624920975782034,5
22.0,4.8,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,26,12.552275755914396,10
20.0,4.9,Stormy,Medium,1,Drinks,scooter,1.0,No,Urban,17,10.884116941798958,5
31.0,4.4,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,10.846021334892523,5
36.0,4.6,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,17,4.554153294969161,10
39.0,4.9,Windy,Jam,0,Snack,motorcycle,2.0,No,Urban,43,11.903830116733703,10
32.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,41,16.873347387885726,15
23.0,4.2,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,34,10.983241696284242,10
30.0,3.8,Windy,Jam,2,Buffet,scooter,1.0,Yes,Metropolitian,40,12.142706560602194,10
26.0,4.7,Windy,Low,2,Meal,scooter,0.0,No,Urban,16,3.0205869101906617,5
30.0,4.7,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,23,1.551399235015967,0
21.0,4.9,Stormy,High,2,Buffet,motorcycle,0.0,No,Urban,13,1.51806015615622,10
23.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,4.664796466064794,15
22.0,4.9,Sandstorms,High,1,Meal,motorcycle,1.0,No,Metropolitian,24,3.0358006157563437,10
39.0,4.5,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,16,4.554040165844703,10
32.0,4.1,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,7.7456765241019445,5
25.0,4.7,Stormy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,20,16.369614602872474,15
30.0,5.0,Fog,High,1,Snack,motorcycle,1.0,No,Metropolitian,28,6.071959917195017,15
25.0,4.8,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,30,20.142712566170676,15
26.0,4.7,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,14,13.993521097863649,15
30.0,4.6,Windy,High,2,Snack,motorcycle,1.0,No,Urban,30,6.219456753001566,5
31.0,4.3,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,2.9731931859467973,15
